,corn,wheat
4134,1,2
4135,1,2
4136,2,2
4137,1,1
4138,1,1
4139,1,1
4140,2,3
4141,1,1
4142,1,2
4143,1,1
4144,2,3
4145,1,1
4146,2,2
4147,1,1
4148,2,2
4149,0,0
4150,0,2
4151,2,2
4152,1,3
4153,3,3
4154,1,1
4155,1,1
4156,1,1
4157,3,4
4158,0,1
4159,1,1
4160,2,3
4161,2,3
4162,2,2
4163,2,3
4164,2,2
4165,1,1
4166,2,2
4167,2,2
4168,2,2
4169,1,2
4170,1,3
4171,1,2
4172,2,2
4173,1,2
4174,1,1
4175,1,2
4176,1,2
4177,2,2
4178,2,3
4179,2,2
4180,2,3
4181,2,2
4182,2,2
4183,1,2
4184,1,1
4185,1,1
4186,2,3
4187,1,2
4188,1,2
4189,1,2
4190,1,1
4191,1,2
4192,1,2
4193,1,1
4194,1,2
4195,1,2
4196,2,2
4197,1,1
4198,1,1
4199,1,1
4200,1,1
4201,1,1
4202,2,2
4203,2,2
4204,2,2
4205,1,2
4206,1,1
4207,1,2
4208,2,2
4209,2,2
4210,1,1
4211,2,2
4212,1,1
4213,2,2
4214,2,3
4215,1,1
4216,1,2
4217,1,1
4218,1,1
4219,2,2
4220,1,1
4221,1,2
4222,1,1
4223,1,2
4224,1,1
4225,2,3
4226,2,2
4227,3,3
4228,1,2
4229,1,2
4230,1,1
4231,1,1
4232,1,1
4233,2,4
4234,2,2
4235,2,2
4236,1,1
4237,1,1
4238,2,2
4239,1,1
4240,2,2
4241,1,2
4242,1,1
4243,1,1
4244,1,1
4245,3,3
4246,2,3
4247,1,2
4248,2,3
4249,1,3
4250,1,1
4251,2,3
4252,2,4
4253,1,2
4254,2,3
4255,0,0
4256,1,2
4257,1,2
4258,0,1
4259,0,0
4260,1,2
4261,1,1
4262,1,3
4263,2,2
4264,2,2
4265,1,2
4266,1,2
4267,1,1
4268,2,3
4269,2,2
4270,1,1
4271,2,2
4272,2,3
4273,1,3
4274,1,1
4275,1,1
4276,0,0
4277,2,3
4278,1,1
4279,1,2
4280,0,0
4281,1,1
4282,2,2
4283,1,1
4284,2,2
4285,1,1
4286,1,1
4287,1,2
4288,1,2
4289,1,1
4290,1,2
4291,2,3
4292,2,3
4293,1,2
4294,1,1
4295,1,1
4296,1,2
4297,1,1
4298,1,1
4299,2,2
4300,1,1
4301,2,2
4302,1,1
4303,1,2
4304,1,2
4305,2,2
4306,1,1
4307,1,1
4308,1,1
4309,1,1
4310,1,3
4311,1,1
4312,1,1
4313,3,3
4314,2,2
4315,1,1
4316,1,1
4317,1,2
4318,1,1
4319,1,2
4320,1,1
4321,1,1
4322,1,2
4323,1,1
4324,2,2
4325,2,2
4326,1,1
4327,2,2
4328,1,1
4329,2,3
4330,1,1
4331,1,2
4332,1,1
4333,2,2
4334,2,2
4335,2,2
4336,1,1
4337,2,2
4338,2,2
4339,2,2
4340,1,1
4341,1,1
4342,2,3
4343,2,3
4344,1,1
4345,1,1
4346,2,3
4347,1,1
4348,1,2
4349,1,2
4350,1,1
4351,2,2
4352,1,2
4353,1,1
4354,1,1
4355,1,1
4356,1,2
4357,2,2
4358,2,2
4359,1,1
4360,1,1
4361,3,3
4362,1,1
4363,1,1
4364,1,2
4365,1,2
4366,1,1
4367,1,2
4368,1,1
4369,1,2
4370,2,2
4371,1,3
4372,1,2
4373,1,1
4374,1,1
4375,2,2
4376,2,3
4377,1,1
4378,1,2
4379,1,3
4380,1,2
4381,1,1
4382,2,3
4383,1,1
4384,1,1
4385,1,1
4386,1,1
4387,0,0
4388,1,3
4389,1,1
4390,2,2
4391,1,1
4392,2,2
4393,2,2
4394,2,2
4395,1,1
4396,1,2
4397,1,2
4398,2,2
4399,2,2
4400,1,2
4401,1,1
4402,0,0
4403,2,3
4404,1,2
4405,2,2
4406,1,1
4407,2,2
4408,2,2
4409,0,0
4410,1,1
4411,1,1
4412,1,1
4413,0,1
4414,2,3
4415,1,1
4416,2,2
4417,1,2
4418,1,2
4419,1,2
4420,1,1
4421,1,2
4422,2,2
4423,1,1
4424,1,2
4425,2,3
4426,2,2
4427,1,1
4428,1,1
4429,1,1
4430,1,2
4431,1,1
4432,3,4
4433,2,3
4434,1,2
4435,1,1
4436,1,2
4437,1,1
4438,1,1
4439,1,2
4440,1,1
4441,1,2
4442,2,3
4443,1,1
4444,2,3
4445,1,3
4446,1,2
4447,1,1
4448,1,2
4449,1,1
4450,3,3
4451,2,3
4452,1,1
4453,3,3
4454,1,2
4455,2,4
4456,2,3
4457,2,2
4458,1,2
4459,1,2
4460,0,2
4461,1,1
4462,1,1
4463,2,2
4464,1,2
4465,2,2
4466,2,2
4467,2,3
4468,2,2
4469,2,3
4470,1,3
4471,1,1
4472,1,3
4473,1,1
4474,2,3
4475,1,1
4476,0,0
4477,1,2
4478,1,1
4479,2,2
4480,1,2
4481,1,3
4482,0,1
4483,2,2
4484,2,4
4485,1,2
4486,1,2
4487,1,1
4488,1,1
4489,1,1
4490,2,2
4491,2,2
4492,2,3
4493,2,4
4494,1,2
4495,3,3
4496,1,3
4497,2,2
4498,1,2
4499,1,2
4500,1,2
4501,2,3
4502,1,1
4503,0,0
4504,1,1
4505,0,0
4506,1,2
4507,1,1
4508,0,0
4509,1,2
4510,2,3
4511,2,3
4512,2,3
4513,1,1
4514,1,1
4515,1,1
4516,1,1
4517,1,2
4518,1,3
4519,1,3
4520,1,1
4521,1,1
4522,1,1
4523,1,1
4524,1,1
4525,1,1
4526,0,0
4527,1,2
4528,1,3
4529,1,2
4530,1,2
4531,2,2
4532,1,3
4533,1,2
4534,1,1
4535,1,2
4536,2,2
4537,1,2
4538,1,1
4539,3,3
4540,0,0
4541,1,1
4542,1,2
4543,2,2
4544,1,1
4545,1,3
4546,1,1
4547,1,1
4548,1,1
4549,1,1
4550,1,1
4551,1,2
4552,1,2
4553,1,2
4554,2,2
4555,2,2
4556,1,2
4557,1,2
4558,2,2
4559,1,1
4560,1,1
4561,2,2
4562,2,2
4563,1,2
4564,1,1
4565,1,1
4566,2,4
4567,1,2
4568,1,1
4569,2,3
4570,1,2
4571,1,1
4572,1,2
4573,1,1
4574,2,2
4575,1,1
4576,1,2
4577,1,1
4578,2,2
4579,1,1
4580,2,2
4581,0,0
4582,2,3
4583,1,2
4584,0,0
4585,1,1
4586,3,3
4587,2,2
4588,2,2
4589,2,3
4590,2,2
4591,1,2
4592,1,2
4593,1,1
4594,2,2
4595,1,2
4596,1,2
4597,1,1
4598,1,1
4599,1,1
4600,1,1
4601,1,2
4602,2,2
4603,1,1
4604,2,2
4605,2,2
4606,2,2
4607,2,2
4608,1,1
4609,1,1
4610,1,2
4611,2,2
4612,1,1
4613,1,1
4614,1,1
4615,2,3
4616,1,3
4617,2,2
4618,1,1
4619,2,2
4620,1,2
4621,2,2
4622,1,1
4623,1,1
4624,1,1
4625,2,3
4626,3,3
4627,1,1
4628,1,1
4629,1,2
4630,2,2
4631,1,1
4632,1,1
4633,2,2
4634,1,1
4635,1,1
4636,1,1
4637,2,2
4638,1,1
4639,1,1
4640,1,2
4641,2,3
4642,1,1
4643,2,2
4644,1,2
4645,1,2
4646,1,1
4647,2,3
4648,2,2
4649,2,2
4650,1,3
4651,1,3
4652,2,3
4653,1,1
4654,1,1
4655,2,3
4656,1,2
4657,1,2
4658,1,3
4659,2,2
4660,2,3
4661,1,1
4662,1,1
4663,1,1
4664,2,3
4665,1,1
4666,3,4
4667,1,2
4668,0,0
4669,1,1
4670,2,2
4671,2,2
4672,1,2
4673,1,1
4674,1,1
4675,1,1
4676,1,1
4677,1,2
4678,1,2
4679,2,2
4680,1,2
4681,2,3
4682,1,2
4683,3,3
4684,0,1
4685,2,2
4686,1,2
4687,1,1
4688,1,2
4689,2,2
4690,1,1
4691,1,2
4692,1,1
4693,1,2
4694,1,2
4695,2,3
4696,1,2
4697,2,2
4698,3,3
4699,2,2
4700,1,1
4701,2,4
4702,1,2
4703,1,2
4704,1,1
4705,2,4
4706,1,2
4707,1,2
4708,2,2
4709,2,2
4710,1,3
4711,1,3
4712,2,2
4713,1,1
4714,1,1
4715,2,3
4716,0,0
4717,2,2
4718,1,2
4719,1,1
4720,1,2
4721,2,3
4722,1,1
4723,2,3
4724,2,3
4725,1,1
4726,3,3
4727,2,3
4728,1,1
4729,1,1
4730,1,1
4731,1,1
4732,2,2
4733,1,2
4734,2,2
4735,1,2
4736,2,2
4737,1,2
4738,1,2
4739,2,2
4740,1,1
4741,0,0
4742,2,2
4743,1,1
4744,1,1
4745,1,2
4746,1,2
4747,1,2
4748,2,3
4749,0,0
4750,1,1
4751,2,2
4752,1,2
4753,2,3
4754,1,1
4755,2,2
4756,1,1
4757,1,2
4758,1,2
4759,1,1
4760,1,2
4761,1,1
4762,1,2
4763,2,2
4764,2,2
4765,1,1
4766,2,2
4767,1,1
4768,2,2
4769,2,2
4770,1,2
4771,2,2
4772,3,4
4773,1,1
4774,1,1
4775,1,3
4776,1,2
4777,1,2
4778,1,2
4779,2,2
4780,1,2
4781,1,2
4782,1,1
4783,1,2
4784,2,2
4785,1,1
4786,1,1
4787,2,3
4788,1,1
4789,2,2
4790,1,1
4791,1,2
4792,0,0
4793,1,1
4794,1,1
4795,2,2
4796,1,2
4797,2,3
4798,2,3
4799,1,1
4800,2,2
4801,2,3
4802,1,1
4803,2,2
4804,1,1
4805,0,1
4806,1,1
4807,1,1
4808,1,2
4809,1,2
4810,1,1
4811,1,1
4812,1,2
4813,1,2
4814,2,2
4815,1,2
4816,1,2
4817,1,1
4818,1,3
4819,2,2
4820,1,1
4821,2,2
4822,1,1
4823,1,1
4824,3,3
4825,2,2
4826,1,2
4827,2,3
4828,1,2
4829,2,3
4830,2,3
4831,1,1
4832,2,3
4833,1,2
4834,2,2
4835,3,4
4836,2,2
4837,1,1
4838,1,2
4839,1,2
4840,1,1
4841,1,1
4842,2,2
4843,1,1
4844,2,2
4845,1,1
4846,2,2
4847,2,3
4848,2,2
4849,0,1
4850,1,1
4851,1,3
4852,1,1
4853,2,3
4854,1,1
4855,1,1
4856,1,2
4857,2,2
4858,2,2
4859,2,3
4860,2,3
4861,1,2
4862,1,2
4863,2,2
4864,1,2
4865,1,1
4866,2,3
4867,1,1
4868,2,2
4869,1,1
4870,1,2
4871,2,2
4872,2,2
4873,1,1
4874,1,1
4875,1,1
4876,2,2
4877,2,2
4878,1,2
4879,3,3
4880,2,2
4881,1,2
4882,1,1
4883,2,3
4884,2,2
4885,1,1
4886,1,1
4887,1,1
4888,2,2
4889,1,1
4890,2,2
4891,1,1
4892,1,1
4893,1,1
4894,0,1
4895,1,1
4896,1,2
4897,1,2
4898,2,3
4899,2,2
4900,2,3
4901,1,2
4902,1,1
4903,1,1
4904,1,2
4905,1,1
4906,0,0
4907,2,2
4908,1,1
4909,1,1
4910,1,1
4911,2,2
4912,1,2
4913,1,1
4914,1,1
4915,1,1
4916,1,1
4917,2,2
4918,1,3
4919,2,2
4920,1,1
4921,1,2
4922,0,0
4923,1,1
4924,2,3
4925,1,2
4926,2,3
4927,1,1
4928,1,2
4929,1,1
4930,1,2
4931,2,2
4932,2,2
4933,1,1
4934,2,3
4935,3,4
4936,2,2
4937,2,2
4938,1,1
4939,1,1
4940,2,2
4941,1,2
4942,1,1
4943,2,3
4944,2,2
4945,2,2
4946,0,0
4947,1,1
4948,1,1
4949,1,1
4950,2,3
4951,1,1
4952,2,3
4953,0,0
4954,2,2
4955,2,2
4956,1,2
4957,1,1
4958,1,2
4959,1,2
4960,2,2
4961,2,3
4962,2,2
4963,1,2
4964,1,1
4965,1,2
4966,1,2
4967,1,1
4968,2,2
4969,1,1
4970,1,2
4971,2,3
4972,1,1
4973,2,3
4974,1,1
4975,2,2
4976,1,3
4977,2,2
4978,2,2
4979,2,2
4980,2,3
4981,1,2
4982,0,1
4983,1,1
4984,1,1
4985,1,3
4986,1,1
4987,1,2
4988,1,1
4989,1,1
4990,1,2
4991,1,1
4992,2,2
4993,1,1
4994,1,1
4995,0,0
4996,3,4
4997,2,3
4998,3,3
4999,1,2
5000,0,1
5001,2,2
5002,2,2
5003,2,3
5004,3,3
5005,2,2
5006,1,1
5007,2,2
5008,1,2
5009,0,1
5010,1,2
5011,1,1
5012,2,3
5013,3,3
5014,1,2
5015,1,1
5016,2,2
5017,3,3
5018,1,1
5019,1,1
5020,0,1
5021,1,2
5022,2,2
5023,2,3
5024,2,2
5025,2,3
5026,1,2
5027,1,1
5028,1,1
5029,1,1
5030,2,3
5031,3,4
5032,2,2
5033,2,2
5034,1,1
5035,3,4
5036,2,3
5037,3,3
5038,3,3
5039,1,2
5040,2,2
5041,2,2
5042,1,1
5043,0,1
5044,1,2
5045,0,1
5046,1,2
5047,3,4
5048,2,3
5049,2,2
5050,2,3
5051,2,2
5052,2,2
5053,2,3
5054,2,3
5055,0,1
5056,1,2
5057,2,2
5058,1,2
5059,1,2
5060,3,3
5061,3,3
5062,1,2
5063,3,3
5064,2,3
5065,1,2
5066,0,1
5067,2,2
5068,2,2
5069,3,4
5070,1,1
5071,1,2
5072,2,3
5073,2,2
5074,1,2
5075,1,2
5076,2,2
5077,2,2
5078,1,2
5079,2,3
5080,1,1
5081,1,2
5082,1,1
5083,3,3
5084,1,1
5085,1,2
5086,1,2
5087,3,3
5088,2,2
5089,1,1
5090,2,2
5091,3,3
5092,2,3
5093,1,2
5094,1,1
5095,1,2
5096,2,3
5097,1,2
5098,1,2
5099,0,1
5100,3,3
5101,2,2
5102,1,2
5103,2,2
5104,0,1
5105,3,3
5106,1,2
5107,2,2
5108,2,2
5109,1,1
5110,2,3
5111,1,1
5112,2,3
5113,3,3
5114,1,1
5115,2,2
5116,2,2
5117,2,2
5118,3,3
5119,1,1
5120,2,2
5121,2,2
5122,0,1
5123,2,2
5124,1,2
5125,2,2
5126,0,1
5127,3,3
5128,1,1
5129,1,1
5130,1,1
5131,2,3
5132,2,2
5133,0,1
5134,0,1
5135,2,2
5136,3,3
5137,1,1
5138,1,2
5139,2,2
5140,1,1
5141,1,1
5142,2,2
5143,2,2
5144,1,1
5145,3,3
5146,0,1
5147,3,3
5148,2,2
5149,1,1
5150,0,0
5151,1,1
5152,2,2
5153,0,0
5154,2,2
5155,2,3
5156,2,2
5157,3,4
5158,2,3
5159,0,1
5160,3,3
5161,1,1
5162,2,2
5163,2,2
5164,0,1
5165,1,1
5166,1,1
5167,2,3
5168,2,2
5169,3,3
5170,2,2
5171,1,1
5172,3,3
5173,1,2
5174,1,2
5175,1,2
5176,2,2
5177,3,3
5178,3,3
5179,2,2
5180,1,2
5181,3,4
5182,1,1
5183,3,3
5184,2,2
5185,3,3
5186,2,2
5187,2,2
5188,0,0
5189,1,2
5190,3,3
5191,1,1
5192,1,1
5193,2,2
5194,0,0
5195,1,1
5196,1,1
5197,0,1
5198,1,1
5199,1,1
5200,2,2
5201,2,2
5202,1,1
5203,1,1
5204,1,1
5205,3,3
5206,1,1
5207,1,2
5208,1,2
5209,1,2
5210,2,2
5211,2,3
5212,1,2
5213,1,1
5214,2,2
5215,1,2
5216,1,2
5217,2,2
5218,1,1
5219,1,2
5220,0,0
5221,2,3
5222,1,1
5223,3,3
5224,1,1
5225,2,2
5226,2,2
5227,1,2
5228,2,2
5229,1,1
5230,3,3
5231,3,3
5232,1,1
5233,0,1
5234,1,2
5235,1,1
5236,3,3
5237,2,2
5238,2,2
5239,0,1
5240,0,1
5241,3,3
5242,2,3
5243,3,3
5244,1,1
5245,3,3
5246,1,1
5247,1,1
5248,1,1
5249,0,0
5250,2,2
5251,3,3
5252,1,2
5253,2,3
5254,0,1
5255,1,2
5256,2,2
5257,2,3
5258,2,2
5259,1,2
5260,1,2
5261,3,3
5262,1,2
5263,0,1
5264,3,4
5265,1,1
5266,3,3
5267,2,3
5268,2,2
5269,0,1
5270,2,2
5271,1,2
5272,1,2
5273,1,2
5274,1,1
5275,0,1
5276,2,2
5277,3,3
5278,1,2
5279,0,1
5280,0,1
5281,2,3
5282,1,2
5283,1,2
5284,1,2
5285,1,1
5286,1,2
5287,1,1
5288,1,2
5289,1,2
5290,3,3
5291,1,1
5292,3,3
5293,1,2
5294,1,2
5295,2,3
5296,2,3
5297,1,2
5298,1,2
5299,0,1
5300,1,1
5301,1,2
5302,1,2
5303,2,2
5304,2,2
5305,2,2
5306,1,2
5307,1,2
5308,2,2
5309,3,3
5310,1,1
5311,1,1
5312,2,2
5313,1,2
5314,2,2
5315,1,1
5316,1,2
5317,2,3
5318,2,3
5319,3,3
5320,1,2
5321,2,3
5322,1,1
5323,1,2
5324,3,3
5325,0,1
5326,0,1
5327,0,1
5328,3,3
5329,0,1
5330,3,3
5331,2,3
5332,2,2
5333,3,3
5334,2,2
5335,1,1
5336,0,1
5337,2,3
5338,1,2
5339,2,2
5340,1,2
5341,2,2
5342,2,2
5343,1,1
5344,3,3
5345,1,1
5346,2,2
5347,1,2
5348,2,2
5349,2,2
5350,1,2
5351,1,1
5352,3,3
5353,1,2
5354,1,2
5355,1,1
5356,1,1
5357,2,2
5358,3,3
5359,1,2
5360,1,1
5361,0,1
5362,2,2
5363,2,2
5364,1,2
5365,3,3
5366,1,2
5367,3,3
5368,3,3
5369,1,2
5370,1,1
5371,1,1
5372,1,1
5373,3,3
5374,1,2
5375,3,3
5376,1,2
5377,1,2
5378,0,1
5379,1,2
5380,1,2
5381,0,1
5382,0,1
5383,2,2
5384,2,2
5385,2,2
5386,1,1
5387,2,3
5388,0,1
5389,1,2
5390,1,2
5391,2,2
5392,0,1
5393,2,2
5394,3,3
5395,3,3
5396,0,0
5397,0,1
5398,0,1
5399,2,2
5400,3,3
5401,2,2
5402,2,2
5403,2,3
5404,2,2
5405,2,2
5406,2,2
5407,2,2
5408,3,3
5409,0,1
5410,0,1
5411,1,1
5412,0,1
5413,0,1
5414,1,1
5415,1,1
5416,2,2
5417,1,1
5418,3,3
5419,1,1
5420,2,2
5421,3,4
5422,3,3
5423,0,1
5424,2,2
5425,1,2
5426,0,1
5427,1,1
5428,1,2
5429,0,1
5430,3,3
5431,1,1
5432,2,3
5433,2,2
5434,3,3
5435,2,2
5436,1,2
5437,1,2
5438,3,3
5439,1,2
5440,0,1
5441,2,2
5442,4,4
5443,0,1
5444,0,1
5445,2,2
5446,0,1
5447,2,2
5448,1,1
5449,0,0
5450,1,1
5451,1,1
5452,2,2
5453,2,2
5454,2,2
5455,2,3
5456,1,2
5457,1,2
5458,1,2
5459,1,2
5460,2,2
5461,3,3
5462,1,2
5463,2,3
5464,0,1
5465,0,1
5466,2,2
5467,3,3
5468,3,3
5469,2,2
5470,4,4
5471,3,3
5472,0,1
5473,0,1
5474,2,2
5475,1,2
5476,1,1
5477,3,3
5478,1,2
5479,2,3
5480,2,2
5481,1,2
5482,1,2
5483,3,3
5484,2,2
5485,2,2
5486,2,2
5487,2,3
5488,1,1
5489,1,1
5490,1,1
5491,1,1
5492,2,2
5493,1,2
5494,2,3
5495,1,1
5496,2,2
5497,2,3
5498,2,3
5499,2,2
5500,2,3
5501,3,3
5502,1,2
5503,1,2
5504,0,1
5505,1,2
5506,1,2
5507,1,2
5508,1,2
5509,2,2
5510,0,1
5511,1,2
5512,1,2
5513,2,2
5514,1,2
5515,2,3
5516,1,2
5517,0,1
5518,0,1
5519,3,3
5520,1,1
5521,3,3
5522,1,1
5523,2,3
5524,3,3
5525,2,3
5526,2,2
5527,1,2
5528,1,2
5529,3,3
5530,2,2
5531,2,2
5532,3,3
5533,2,3
5534,2,3
5535,2,2
5536,0,1
5537,2,2
5538,3,3
5539,1,2
5540,2,2
5541,1,1
5542,2,2
5543,3,3
5544,2,2
5545,3,3
5546,2,2
5547,1,1
5548,2,2
5549,1,2
5550,0,1
5551,2,3
5552,0,1
5553,2,2
5554,2,2
5555,1,1
5556,1,1
5557,1,2
5558,1,2
5559,0,1
5560,1,2
5561,2,3
5562,1,1
5563,3,3
5564,2,2
5565,1,2
5566,2,2
5567,0,1
5568,1,2
5569,1,2
5570,1,1
5571,2,2
5572,0,0
5573,1,2
5574,1,2
5575,1,1
5576,2,2
5577,3,3
5578,2,3
5579,1,1
5580,0,1
5581,1,2
5582,2,3
5583,2,2
5584,2,2
5585,2,2
5586,1,2
5587,1,1
5588,1,2
5589,2,2
5590,2,2
5591,1,1
5592,2,2
5593,1,2
5594,2,3
5595,2,2
5596,2,3
5597,1,2
5598,1,2
5599,3,3
5600,2,2
5601,1,2
5602,1,2
5603,1,2
5604,2,3
5605,1,2
5606,1,2
5607,0,1
5608,0,1
5609,1,1
5610,1,2
5611,2,2
5612,1,2
5613,3,3
5614,2,2
5615,2,3
5616,2,3
5617,2,2
5618,2,2
5619,2,2
5620,2,3
5621,2,2
5622,3,3
5623,2,3
5624,0,1
5625,2,2
5626,2,3
5627,2,2
5628,0,1
5629,3,3
5630,1,2
5631,0,1
5632,2,2
5633,1,2
5634,2,2
5635,1,1
5636,0,1
5637,1,2
5638,2,3
5639,2,2
5640,1,1
5641,2,2
5642,1,1
5643,1,1
5644,1,2
5645,1,2
5646,2,2
5647,2,3
5648,1,2
5649,2,2
5650,1,2
5651,1,2
5652,1,2
5653,2,2
5654,1,2
5655,1,2
5656,1,1
5657,2,2
5658,2,2
5659,1,2
5660,3,3
5661,1,2
5662,2,2
5663,1,2
5664,1,1
5665,2,2
5666,3,3
5667,2,2
5668,0,1
5669,0,1
5670,2,3
5671,0,0
5672,2,3
5673,0,1
5674,1,1
5675,2,2
5676,1,2
5677,3,3
5678,2,3
5679,1,2
5680,1,2
5681,0,1
5682,1,2
5683,3,3
5684,0,1
5685,3,3
5686,1,2
5687,2,2
5688,1,2
5689,1,1
5690,0,0
5691,1,1
5692,2,3
5693,1,2
5694,1,2
5695,1,1
5696,1,2
5697,1,1
5698,2,2
5699,1,2
5700,2,3
5701,3,3
5702,1,2
5703,4,4
5704,1,1
5705,1,1
5706,2,3
5707,1,1
5708,1,2
5709,2,3
5710,1,2
5711,2,3
5712,1,2
5713,3,4
5714,1,2
5715,1,2
5716,2,3
5717,1,2
5718,3,3
5719,3,3
5720,3,3
5721,0,1
5722,1,2
5723,1,2
5724,1,1
5725,2,3
5726,2,2
5727,1,2
5728,0,1
5729,1,1
5730,1,1
5731,1,2
5732,0,1
5733,1,1
5734,1,2
5735,2,2
5736,2,3
5737,2,2
5738,3,3
5739,1,1
5740,2,2
5741,0,1
5742,2,2
5743,1,2
5744,2,3
5745,1,2
5746,1,2
5747,2,2
5748,1,2
5749,2,2
5750,1,2
5751,3,3
5752,1,2
5753,1,1
5754,3,3
5755,1,2
5756,1,2
5757,3,3
5758,0,1
5759,1,1
5760,1,2
5761,1,2
5762,1,2
5763,0,0
5764,2,2
5765,3,3
5766,3,3
5767,0,1
5768,2,2
5769,0,0
5770,2,3
5771,1,2
5772,2,3
5773,0,1
5774,0,1
5775,1,2
5776,4,4
5777,0,1
5778,2,2
5779,1,1
5780,1,1
5781,1,1
5782,0,1
5783,1,2
5784,1,2
5785,0,1
5786,0,1
5787,3,3
5788,1,2
5789,3,3
5790,1,2
5791,3,3
5792,1,2
5793,2,2
5794,2,2
5795,1,2
5796,1,1
5797,3,3
5798,2,2
5799,2,2
5800,1,2
5801,1,2
5802,1,1
5803,2,2
5804,1,1
5805,1,2
5806,0,1
5807,1,2
5808,0,1
5809,1,2
5810,1,1
5811,1,1
5812,2,3
5813,2,3
5814,2,2
5815,3,3
5816,2,2
5817,2,2
5818,1,2
5819,1,2
5820,1,1
5821,3,3
5822,2,3
5823,2,2
5824,2,2
5825,1,2
5826,2,2
5827,2,2
5828,2,2
5829,3,3
5830,3,3
5831,1,2
5832,1,2
5833,3,3
5834,0,0
5835,1,2
5836,3,3
5837,1,2
5838,1,2
5839,2,3
5840,2,2
5841,1,1
5842,2,3
5843,2,2
5844,1,1
5845,4,4
5846,2,2
5847,0,1
5848,2,2
5849,1,1
5850,1,2
5851,2,3
5852,1,1
5853,3,3
5854,1,2
5855,2,3
5856,0,1
5857,2,3
5858,2,2
5859,2,3
5860,0,1
5861,1,1
5862,2,2
5863,1,2
5864,1,1
5865,3,3
5866,2,3
5867,2,2
5868,2,2
5869,1,1
5870,1,1
5871,1,1
5872,0,0
5873,3,3
5874,0,1
5875,0,1
5876,0,1
5877,1,2
5878,1,2
5879,3,3
5880,1,1
5881,2,2
5882,2,2
5883,1,1
5884,1,1
5885,2,2
5886,1,1
5887,1,1
5888,1,1
5889,2,3
5890,2,3
5891,0,1
5892,1,2
5893,2,3
5894,3,3
5895,0,0
5896,3,3
5897,1,1
5898,2,2
5899,2,2
5900,3,3
5901,1,1
5902,1,2
5903,2,2
5904,3,3
5905,2,2
5906,1,1
5907,1,1
5908,1,2
5909,1,1
5910,2,2
5911,2,3
5912,2,2
5913,1,1
5914,3,3
5915,2,3
5916,1,2
5917,2,2
5918,0,1
5919,1,2
5920,1,2
5921,1,1
5922,2,2
5923,3,3
5924,2,2
5925,2,3
5926,2,2
5927,1,1
5928,0,1
5929,2,2
5930,1,1
5931,2,2
5932,4,4
5933,2,2
5934,1,1
5935,1,2
5936,2,2
5937,1,1
5938,2,3
5939,3,3
5940,2,2
5941,1,2
5942,3,3
5943,1,1
5944,0,1
5945,1,1
5946,1,1
5947,1,2
5948,1,2
5949,2,2
5950,1,1
5951,3,4
5952,1,2
5953,2,3
5954,1,2
5955,0,1
5956,0,0
5957,1,1
5958,2,2
5959,0,1
5960,2,2
5961,2,2
5962,0,1
5963,3,3
5964,1,2
5965,3,4
5966,1,2
5967,1,2
5968,0,0
5969,1,2
5970,2,2
5971,1,1
5972,2,2
5973,1,1
5974,1,1
5975,2,2
5976,3,3
5977,0,1
5978,1,1
5979,2,2
5980,3,3
5981,0,1
5982,3,3
5983,2,2
5984,1,2
5985,1,2
5986,2,3
5987,1,2
5988,2,2
5989,2,3
5990,1,2
5991,0,1
5992,0,1
5993,1,1
5994,0,1
5995,1,1
5996,2,2
5997,2,3
5998,2,2
5999,2,2
6000,1,2
6001,0,1
6002,0,2
6003,1,2
6004,0,1
6005,0,2
6006,0,1
6007,0,1
6008,0,1
6009,0,1
6010,0,1
6011,0,1
6012,0,1
6013,0,2
6014,0,2
6015,0,1
6016,0,1
6017,1,2
6018,0,2
6019,0,1
6020,0,1
6021,0,2
6022,0,2
6023,0,1
6024,1,2
6025,0,1
6026,0,1
6027,0,1
6028,1,2
6029,0,1
6030,0,2
6031,0,1
6032,0,1
6033,0,1
6034,1,2
6035,0,1
6036,0,2
6037,1,2
6038,1,2
6039,0,1
6040,1,2
6041,0,1
6042,0,2
6043,0,1
6044,1,2
6045,0,2
6046,1,2
6047,1,2
6048,0,2
6049,0,1
6050,0,1
6051,0,1
6052,0,1
6053,1,2
6054,0,1
6055,0,1
6056,1,2
6057,0,1
6058,0,1
6059,0,1
6060,0,1
6061,0,1
6062,0,1
6063,0,1
6064,0,1
6065,1,2
6066,0,1
6067,0,1
6068,0,1
6069,0,1
6070,1,2
6071,1,2
6072,0,1
6073,0,1
6074,0,1
6075,1,2
6076,1,2
6077,1,2
6078,0,1
6079,0,1
6080,0,1
6081,0,2
6082,0,1
6083,0,1
6084,0,2
6085,1,2
6086,0,1
6087,0,1
6088,0,1
6089,0,1
6090,0,1
6091,0,1
6092,0,1
6093,0,1
6094,0,1
6095,0,1
6096,0,2
6097,0,1
6098,0,1
6099,0,1
6100,0,1
6101,0,1
6102,0,1
6103,0,2
6104,0,1
6105,1,2
6106,0,1
6107,0,1
6108,0,1
6109,0,1
6110,0,2
6111,0,1
6112,0,1
6113,1,2
6114,0,2
6115,1,2
6116,0,1
6117,0,1
6118,1,2
6119,1,2
6120,1,2
6121,0,1
6122,0,1
6123,0,1
6124,0,1
6125,1,2
6126,1,2
6127,0,1
6128,0,2
6129,0,1
6130,0,1
6131,0,1
